reading_id,asset_id,date,output_kw,efficiency,temperature_c,vibration_mm,uptime_hours,month
WTG-010-20230921,WTG-010,2023-09-21,1547.2,0.8241,36.9,0.787,20.9,2023-09
WTG-010-20230922,WTG-010,2023-09-22,1250.15,0.8306,40.8,0.921,18.2,2023-09
WTG-010-20230923,WTG-010,2023-09-23,1368.54,0.8039,27.4,0.361,23.9,2023-09
WTG-010-20230924,WTG-010,2023-09-24,1437.51,0.8086,46.1,0.528,19.2,2023-09
WTG-010-20230925,WTG-010,2023-09-25,1398.13,0.818,54.5,0.416,21.7,2023-09
WTG-010-20230926,WTG-010,2023-09-26,979.79,0.8074,74.0,0.877,19.0,2023-09
WTG-010-20230927,WTG-010,2023-09-27,1672.57,0.853,74.0,0.086,23.5,2023-09
WTG-010-20230928,WTG-010,2023-09-28,1198.47,0.7981,43.7,0.308,21.9,2023-09
WTG-010-20230929,WTG-010,2023-09-29,1464.29,0.8083,26.4,1.247,23.4,2023-09
WTG-010-20230930,WTG-010,2023-09-30,1401.87,0.7824,26.4,0.288,18.8,2023-09
WTG-010-20231001,WTG-010,2023-10-01,1551.55,0.8599,60.5,0.314,21.6,2023-10
WTG-010-20231002,WTG-010,2023-10-02,1587.94,0.8326,52.6,0.02,23.5,2023-10
WTG-010-20231003,WTG-010,2023-10-03,1583.78,0.8549,23.7,0.142,23.3,2023-10
WTG-010-20231004,WTG-010,2023-10-04,1288.99,0.8229,46.4,0.096,23.8,2023-10
WTG-010-20231005,WTG-010,2023-10-05,1126.2,0.8077,76.3,0.005,18.0,2023-10
WTG-010-20231006,WTG-010,2023-10-06,1290.02,0.8111,29.8,0.341,20.5,2023-10
WTG-010-20231007,WTG-010,2023-10-07,1029.44,0.8319,52.3,0.134,19.8,2023-10
WTG-010-20231008,WTG-010,2023-10-08,1443.87,0.8394,53.2,0.041,21.2,2023-10
WTG-010-20231009,WTG-010,2023-10-09,1107.43,0.8399,79.6,0.517,21.4,2023-10
WTG-010-20231010,WTG-010,2023-10-10,1053.81,0.8645,76.4,0.516,18.5,2023-10
WTG-010-20231011,WTG-010,2023-10-11,1279.17,0.885,51.9,0.363,18.1,2023-10
WTG-010-20231012,WTG-010,2023-10-12,1099.97,0.8853,74.0,0.646,24.0,2023-10
WTG-010-20231013,WTG-010,2023-10-13,1349.93,0.864,33.4,0.67,23.4,2023-10
WTG-010-20231014,WTG-010,2023-10-14,1117.8,0.834,61.8,1.886,22.5,2023-10
WTG-010-20231015,WTG-010,2023-10-15,1559.5,0.8288,66.3,0.445,19.6,2023-10
WTG-010-20231016,WTG-010,2023-10-16,1377.82,0.7998,78.2,0.434,22.9,2023-10
WTG-010-20231017,WTG-010,2023-10-17,1017.01,0.8353,66.1,1.684,20.0,2023-10
WTG-010-20231018,WTG-010,2023-10-18,1460.51,0.8853,65.7,1.006,21.6,2023-10
WTG-010-20231019,WTG-010,2023-10-19,1295.96,0.8391,60.7,0.104,22.1,2023-10
WTG-010-20231020,WTG-010,2023-10-20,1628.81,0.8869,22.2,0.551,21.9,2023-10
WTG-010-20231021,WTG-010,2023-10-21,1662.62,0.8643,60.5,0.171,23.2,2023-10
WTG-010-20231022,WTG-010,2023-10-22,1340.23,0.8705,62.6,1.011,23.9,2023-10
WTG-010-20231023,WTG-010,2023-10-23,1109.0,0.8613,34.9,1.07,20.2,2023-10
WTG-010-20231024,WTG-010,2023-10-24,1519.85,0.8771,66.9,0.101,19.8,2023-10
WTG-010-20231025,WTG-010,2023-10-25,1507.77,0.8072,48.8,1.057,20.1,2023-10
WTG-010-20231026,WTG-010,2023-10-26,1169.34,0.848,66.3,0.305,18.6,2023-10
WTG-010-20231027,WTG-010,2023-10-27,1074.89,0.8542,59.6,0.629,21.9,2023-10
WTG-010-20231028,WTG-010,2023-10-28,1114.46,0.8301,55.2,1.416,21.7,2023-10
WTG-010-20231029,WTG-010,2023-10-29,1623.78,0.9224,75.0,0.005,23.2,2023-10
WTG-010-20231030,WTG-010,2023-10-30,1410.69,0.9015,71.1,0.868,23.4,2023-10
WTG-010-20231031,WTG-010,2023-10-31,1332.05,0.8808,41.0,0.282,22.5,2023-10
WTG-010-20231101,WTG-010,2023-11-01,1677.47,0.9061,64.7,0.01,21.8,2023-11
WTG-010-20231102,WTG-010,2023-11-02,1378.36,0.8414,73.1,0.624,21.3,2023-11
WTG-010-20231103,WTG-010,2023-11-03,1011.97,0.8223,21.6,0.044,20.6,2023-11
WTG-010-20231104,WTG-010,2023-11-04,1388.96,0.953,40.1,0.6,20.8,2023-11
WTG-010-20231105,WTG-010,2023-11-05,1523.67,0.9104,66.1,0.047,22.7,2023-11
WTG-010-20231106,WTG-010,2023-11-06,1456.64,0.9536,33.9,1.939,21.0,2023-11
WTG-010-20231107,WTG-010,2023-11-07,1465.06,0.9204,33.2,0.354,18.2,2023-11
WTG-010-20231108,WTG-010,2023-11-08,1843.95,0.9232,36.7,0.756,21.5,2023-11
WTG-010-20231109,WTG-010,2023-11-09,1766.22,0.9484,79.9,0.444,19.2,2023-11
WTG-010-20231110,WTG-010,2023-11-10,1154.32,0.9616,50.3,0.134,23.2,2023-11
WTG-010-20231111,WTG-010,2023-11-11,1575.66,0.9091,36.0,0.22,23.6,2023-11
WTG-010-20231112,WTG-010,2023-11-12,1444.04,0.9004,58.5,0.198,22.1,2023-11
WTG-010-20231113,WTG-010,2023-11-13,1709.05,0.9062,69.0,2.117,23.6,2023-11
WTG-010-20231114,WTG-010,2023-11-14,1149.88,0.8796,38.8,0.063,20.7,2023-11
WTG-010-20231115,WTG-010,2023-11-15,1186.52,0.8668,21.6,0.635,18.1,2023-11
WTG-010-20231116,WTG-010,2023-11-16,1414.56,0.8966,51.0,0.964,22.4,2023-11
WTG-010-20231117,WTG-010,2023-11-17,1337.67,0.9783,38.7,0.062,20.7,2023-11
WTG-010-20231118,WTG-010,2023-11-18,1613.46,0.9239,71.0,0.121,22.5,2023-11
WTG-010-20231119,WTG-010,2023-11-19,1252.13,0.9364,40.8,1.755,22.7,2023-11
WTG-010-20231120,WTG-010,2023-11-20,1501.15,0.943,41.3,0.164,22.0,2023-11
WTG-010-20231121,WTG-010,2023-11-21,1669.03,0.8788,29.3,0.865,19.5,2023-11
WTG-010-20231122,WTG-010,2023-11-22,1301.68,0.9588,29.6,0.32,22.6,2023-11
WTG-010-20231123,WTG-010,2023-11-23,1700.8,0.9294,72.6,0.689,23.4,2023-11
WTG-010-20231124,WTG-010,2023-11-24,1698.19,0.9582,64.1,2.89,22.6,2023-11
WTG-010-20231125,WTG-010,2023-11-25,1535.6,0.933,42.0,0.109,19.5,2023-11
WTG-010-20231126,WTG-010,2023-11-26,1830.44,0.9483,23.3,0.042,19.5,2023-11
WTG-010-20231127,WTG-010,2023-11-27,1145.56,0.8978,43.3,0.443,21.5,2023-11
WTG-010-20231128,WTG-010,2023-11-28,1645.08,0.8839,40.8,0.045,19.8,2023-11
WTG-010-20231129,WTG-010,2023-11-29,1515.47,0.9629,29.4,0.311,19.3,2023-11
WTG-010-20231130,WTG-010,2023-11-30,1252.99,0.6611,80.3,3.052,22.0,2023-11
WTG-010-20231201,WTG-010,2023-12-01,1510.34,0.9567,45.2,1.09,19.5,2023-12
WTG-010-20231202,WTG-010,2023-12-02,1745.54,0.9029,71.0,0.799,23.9,2023-12
WTG-010-20231203,WTG-010,2023-12-03,1665.63,0.9249,79.0,0.004,21.8,2023-12
WTG-010-20231204,WTG-010,2023-12-04,1810.7,0.9664,76.7,0.385,18.0,2023-12
WTG-010-20231205,WTG-010,2023-12-05,1167.86,0.714,66.1,3.3,20.4,2023-12
WTG-010-20231206,WTG-010,2023-12-06,1832.38,0.9532,50.0,0.296,22.6,2023-12
WTG-010-20231207,WTG-010,2023-12-07,1436.56,0.982,26.2,0.154,18.8,2023-12
WTG-010-20231208,WTG-010,2023-12-08,1831.5,0.9327,61.1,1.306,22.7,2023-12
WTG-010-20231209,WTG-010,2023-12-09,1437.53,0.9388,39.5,0.936,23.4,2023-12
WTG-010-20231210,WTG-010,2023-12-10,1371.36,0.9603,20.6,0.817,21.1,2023-12
WTG-010-20231211,WTG-010,2023-12-11,1870.51,0.9683,52.5,0.35,19.7,2023-12
WTG-010-20231212,WTG-010,2023-12-12,1330.82,1.0,25.7,0.32,20.8,2023-12
WTG-010-20231213,WTG-010,2023-12-13,1502.88,0.9531,28.6,0.354,23.4,2023-12
WTG-010-20231214,WTG-010,2023-12-14,1778.39,0.9886,29.0,1.42,21.7,2023-12
WTG-010-20231215,WTG-010,2023-12-15,1326.77,0.9495,64.4,0.759,20.4,2023-12
WTG-010-20231216,WTG-010,2023-12-16,1788.5,1.0,22.6,0.106,22.0,2023-12
WTG-010-20231217,WTG-010,2023-12-17,1867.64,0.9445,72.1,0.492,22.9,2023-12
WTG-010-20231218,WTG-010,2023-12-18,1316.29,0.9708,44.8,0.409,22.3,2023-12
WTG-010-20231219,WTG-010,2023-12-19,1428.67,0.9974,56.5,0.221,22.7,2023-12
WTG-010-20231220,WTG-010,2023-12-20,1612.81,0.9469,47.0,0.093,20.0,2023-12
WTG-010-20231221,WTG-010,2023-12-21,1286.51,1.0,52.8,0.721,21.5,2023-12
WTG-010-20231222,WTG-010,2023-12-22,1656.95,0.9819,60.6,0.595,22.4,2023-12
WTG-010-20231223,WTG-010,2023-12-23,1264.72,0.9916,61.7,0.645,24.0,2023-12
WTG-010-20231224,WTG-010,2023-12-24,1894.34,1.0,79.8,0.755,21.7,2023-12
WTG-010-20231225,WTG-010,2023-12-25,1781.39,1.0,62.5,0.747,18.7,2023-12
WTG-010-20231226,WTG-010,2023-12-26,1326.15,0.9525,61.0,0.175,18.1,2023-12
WTG-010-20231227,WTG-010,2023-12-27,1290.62,1.0,59.6,1.299,23.8,2023-12
WTG-010-20231228,WTG-010,2023-12-28,1920.37,1.0,67.2,0.038,20.4,2023-12
WTG-010-20231229,WTG-010,2023-12-29,1787.51,0.9778,44.6,0.577,21.6,2023-12
WTG-010-20231230,WTG-010,2023-12-30,1919.11,1.0,24.1,0.18,19.9,2023-12
WTG-010-20231231,WTG-010,2023-12-31,1311.05,0.9818,49.8,0.544,21.0,2023-12
WTG-011-20230101,WTG-011,2023-01-01,1957.74,1.0,67.8,0.063,20.4,2023-01
WTG-011-20230102,WTG-011,2023-01-02,2502.71,1.0,38.1,0.507,20.2,2023-01
WTG-011-20230103,WTG-011,2023-01-03,2203.36,1.0,70.8,0.244,21.2,2023-01
WTG-011-20230104,WTG-011,2023-01-04,2217.37,1.0,37.6,0.322,19.3,2023-01
WTG-011-20230105,WTG-011,2023-01-05,2184.84,1.0,77.7,0.445,22.7,2023-01
WTG-011-20230106,WTG-011,2023-01-06,1927.84,1.0,68.9,0.488,19.1,2023-01
WTG-011-20230107,WTG-011,2023-01-07,1872.49,1.0,55.8,0.631,23.9,2023-01
WTG-011-20230108,WTG-011,2023-01-08,2020.09,0.9477,62.6,0.72,22.4,2023-01
WTG-011-20230109,WTG-011,2023-01-09,2279.1,0.999,69.2,0.068,22.0,2023-01
WTG-011-20230110,WTG-011,2023-01-10,1531.24,0.7927,61.1,3.044,23.1,2023-01
WTG-011-20230111,WTG-011,2023-01-11,2427.9,1.0,31.1,0.165,21.1,2023-01
WTG-011-20230112,WTG-011,2023-01-12,1913.59,1.0,37.8,1.306,20.6,2023-01
WTG-011-20230113,WTG-011,2023-01-13,1924.61,0.9666,35.1,0.768,20.6,2023-01
WTG-011-20230114,WTG-011,2023-01-14,2581.35,1.0,64.0,0.067,19.7,2023-01
WTG-011-20230115,WTG-011,2023-01-15,2656.45,1.0,59.8,0.003,18.9,2023-01
WTG-011-20230116,WTG-011,2023-01-16,2093.09,0.9844,28.8,0.264,18.5,2023-01
WTG-011-20230117,WTG-011,2023-01-17,1907.65,1.0,73.4,1.685,19.2,2023-01
WTG-011-20230118,WTG-011,2023-01-18,2810.33,1.0,52.4,0.195,20.9,2023-01
WTG-011-20230119,WTG-011,2023-01-19,2556.01,0.9493,34.5,0.44,22.1,2023-01
WTG-011-20230120,WTG-011,2023-01-20,2230.11,1.0,74.3,0.419,19.3,2023-01
WTG-011-20230121,WTG-011,2023-01-21,2201.3,1.0,57.8,0.036,18.9,2023-01
WTG-011-20230122,WTG-011,2023-01-22,1863.21,0.9941,72.9,0.077,22.0,2023-01
WTG-011-20230123,WTG-011,2023-01-23,2354.56,0.9813,63.5,0.352,21.6,2023-01
WTG-011-20230124,WTG-011,2023-01-24,2472.49,0.9777,56.9,0.778,23.7,2023-01
WTG-011-20230125,WTG-011,2023-01-25,2230.56,1.0,44.7,0.902,21.1,2023-01
WTG-011-20230126,WTG-011,2023-01-26,1768.7,0.9703,47.9,1.158,19.3,2023-01
WTG-011-20230127,WTG-011,2023-01-27,2345.36,1.0,47.6,0.554,19.5,2023-01
WTG-011-20230128,WTG-011,2023-01-28,1983.74,1.0,43.7,0.534,23.0,2023-01
WTG-011-20230129,WTG-011,2023-01-29,1946.77,1.0,33.0,1.001,23.1,2023-01
WTG-011-20230130,WTG-011,2023-01-30,1891.19,1.0,52.2,0.523,22.3,2023-01
WTG-011-20230131,WTG-011,2023-01-31,2015.32,1.0,32.3,0.006,20.1,2023-01
WTG-011-20230201,WTG-011,2023-02-01,2185.79,1.0,57.7,1.124,23.0,2023-02
WTG-011-20230202,WTG-011,2023-02-02,2965.18,1.0,53.0,0.101,23.0,2023-02
WTG-011-20230203,WTG-011,2023-02-03,2879.07,1.0,35.6,0.25,21.0,2023-02
WTG-011-20230204,WTG-011,2023-02-04,2922.08,0.9836,56.5,0.76,20.7,2023-02
WTG-011-20230205,WTG-011,2023-02-05,2314.74,1.0,62.2,0.953,21.0,2023-02
WTG-011-20230206,WTG-011,2023-02-06,2818.06,0.9627,39.0,0.806,22.3,2023-02
WTG-011-20230207,WTG-011,2023-02-07,2924.12,1.0,57.4,1.141,19.0,2023-02
WTG-011-20230208,WTG-011,2023-02-08,2688.9,1.0,66.7,0.889,19.9,2023-02
WTG-011-20230209,WTG-011,2023-02-09,2165.1,1.0,64.3,0.311,21.6,2023-02
WTG-011-20230210,WTG-011,2023-02-10,1873.71,0.9898,57.1,0.944,18.1,2023-02
WTG-011-20230211,WTG-011,2023-02-11,2348.96,1.0,64.3,0.086,19.6,2023-02
WTG-011-20230212,WTG-011,2023-02-12,2223.12,1.0,63.7,0.472,18.5,2023-02
WTG-011-20230213,WTG-011,2023-02-13,2328.3,0.9814,76.1,0.171,22.4,2023-02
WTG-011-20230214,WTG-011,2023-02-14,2380.92,0.9964,60.7,0.079,19.5,2023-02
WTG-011-20230215,WTG-011,2023-02-15,2182.83,1.0,50.0,0.234,21.8,2023-02
WTG-011-20230216,WTG-011,2023-02-16,2306.55,1.0,40.5,0.049,19.3,2023-02
WTG-011-20230217,WTG-011,2023-02-17,2922.44,1.0,46.0,0.021,18.8,2023-02
WTG-011-20230218,WTG-011,2023-02-18,2398.27,1.0,42.2,0.815,19.9,2023-02
WTG-011-20230219,WTG-011,2023-02-19,2656.33,0.9965,46.0,0.788,22.0,2023-02
WTG-011-20230220,WTG-011,2023-02-20,2593.93,1.0,74.3,0.098,20.9,2023-02
WTG-011-20230221,WTG-011,2023-02-21,2053.86,0.9391,78.1,0.051,23.4,2023-02
WTG-011-20230222,WTG-011,2023-02-22,2088.97,0.9936,21.3,0.073,22.0,2023-02
WTG-011-20230223,WTG-011,2023-02-23,1933.75,1.0,47.7,0.1,22.5,2023-02
WTG-011-20230224,WTG-011,2023-02-24,2463.02,1.0,72.4,0.358,18.3,2023-02
WTG-011-20230225,WTG-011,2023-02-25,2757.03,1.0,27.9,0.038,19.1,2023-02
WTG-011-20230226,WTG-011,2023-02-26,2099.38,1.0,39.9,1.689,19.4,2023-02
WTG-011-20230227,WTG-011,2023-02-27,2496.64,1.0,27.4,0.315,23.7,2023-02
WTG-011-20230228,WTG-011,2023-02-28,2485.11,1.0,70.6,1.267,20.9,2023-02
WTG-011-20230301,WTG-011,2023-03-01,1803.58,1.0,35.2,0.163,18.6,2023-03
WTG-011-20230302,WTG-011,2023-03-02,2550.46,0.9801,45.6,2.214,18.9,2023-03
WTG-011-20230303,WTG-011,2023-03-03,2505.08,0.9723,23.3,0.631,18.6,2023-03
WTG-011-20230304,WTG-011,2023-03-04,2619.88,1.0,59.3,0.405,19.8,2023-03
WTG-011-20230305,WTG-011,2023-03-05,2292.18,1.0,28.7,0.585,18.8,2023-03
WTG-011-20230306,WTG-011,2023-03-06,2557.19,1.0,45.1,0.252,22.1,2023-03
WTG-011-20230307,WTG-011,2023-03-07,2382.69,0.9877,78.2,1.558,20.5,2023-03
WTG-011-20230308,WTG-011,2023-03-08,1865.96,1.0,54.4,1.154,22.7,2023-03
WTG-011-20230309,WTG-011,2023-03-09,1991.91,1.0,41.5,0.133,19.9,2023-03
WTG-011-20230310,WTG-011,2023-03-10,2192.23,0.9424,37.2,0.05,23.4,2023-03
WTG-011-20230311,WTG-011,2023-03-11,1404.45,0.7794,89.6,5.874,22.4,2023-03
WTG-011-20230312,WTG-011,2023-03-12,1276.99,0.6997,76.7,3.011,24.0,2023-03
WTG-011-20230313,WTG-011,2023-03-13,2652.85,1.0,29.3,0.388,18.5,2023-03
WTG-011-20230314,WTG-011,2023-03-14,2818.3,1.0,52.8,1.273,23.5,2023-03
WTG-011-20230315,WTG-011,2023-03-15,1893.34,1.0,27.3,2.199,20.9,2023-03
WTG-011-20230316,WTG-011,2023-03-16,2672.66,1.0,70.2,0.767,19.6,2023-03
WTG-011-20230317,WTG-011,2023-03-17,2215.5,0.965,49.5,0.092,20.7,2023-03
WTG-011-20230318,WTG-011,2023-03-18,2420.8,1.0,33.8,0.544,22.8,2023-03
WTG-011-20230319,WTG-011,2023-03-19,2574.37,1.0,28.8,0.209,23.5,2023-03
WTG-011-20230320,WTG-011,2023-03-20,2787.62,0.9868,77.5,0.337,21.4,2023-03
WTG-011-20230321,WTG-011,2023-03-21,1886.38,1.0,45.4,0.782,22.8,2023-03
WTG-011-20230322,WTG-011,2023-03-22,2734.72,0.9495,49.8,0.711,18.4,2023-03
WTG-011-20230323,WTG-011,2023-03-23,2554.3,0.979,28.0,0.197,18.4,2023-03
WTG-011-20230324,WTG-011,2023-03-24,2913.45,0.9811,70.7,0.966,21.5,2023-03
WTG-011-20230325,WTG-011,2023-03-25,2230.86,0.9752,69.1,0.1,18.3,2023-03
WTG-011-20230326,WTG-011,2023-03-26,2094.43,1.0,66.3,0.816,19.5,2023-03
WTG-011-20230327,WTG-011,2023-03-27,1918.1,0.938,32.0,0.034,22.4,2023-03
WTG-011-20230328,WTG-011,2023-03-28,2330.57,0.9943,58.3,1.05,21.1,2023-03
WTG-011-20230329,WTG-011,2023-03-29,2719.5,0.9574,38.6,0.041,20.7,2023-03
WTG-011-20230330,WTG-011,2023-03-30,2143.76,1.0,36.7,0.29,20.1,2023-03
WTG-011-20230331,WTG-011,2023-03-31,2570.1,1.0,65.5,0.858,23.5,2023-03
WTG-011-20230401,WTG-011,2023-04-01,2573.42,0.9685,52.0,0.849,20.9,2023-04
WTG-011-20230402,WTG-011,2023-04-02,2789.65,0.9566,63.9,0.748,18.4,2023-04
WTG-011-20230403,WTG-011,2023-04-03,1803.38,0.9731,42.1,0.345,19.3,2023-04
WTG-011-20230404,WTG-011,2023-04-04,2410.1,1.0,55.2,0.137,21.5,2023-04
WTG-011-20230405,WTG-011,2023-04-05,2766.52,0.9498,25.5,0.05,20.9,2023-04
WTG-011-20230406,WTG-011,2023-04-06,2259.49,0.9777,39.6,0.512,18.0,2023-04
WTG-011-20230407,WTG-011,2023-04-07,1668.96,0.9244,58.4,1.019,22.0,2023-04
WTG-011-20230408,WTG-011,2023-04-08,2721.43,0.9225,73.6,0.285,21.4,2023-04
WTG-011-20230409,WTG-011,2023-04-09,2198.07,0.9786,29.9,0.117,21.9,2023-04
WTG-011-20230410,WTG-011,2023-04-10,1944.42,0.936,44.2,0.234,23.9,2023-04
WTG-011-20230411,WTG-011,2023-04-11,2054.26,0.929,60.1,1.7,20.3,2023-04
WTG-011-20230412,WTG-011,2023-04-12,2086.22,0.968,36.0,0.427,23.9,2023-04
WTG-011-20230413,WTG-011,2023-04-13,2011.69,0.9559,44.1,0.515,21.1,2023-04
WTG-011-20230414,WTG-011,2023-04-14,2783.28,0.9301,65.2,0.288,21.7,2023-04
WTG-011-20230415,WTG-011,2023-04-15,2674.25,0.9299,40.2,0.379,22.2,2023-04
WTG-011-20230416,WTG-011,2023-04-16,1693.13,0.9016,50.3,0.46,18.0,2023-04
WTG-011-20230417,WTG-011,2023-04-17,2263.97,0.9243,37.6,0.162,23.2,2023-04
WTG-011-20230418,WTG-011,2023-04-18,2206.77,0.9216,77.2,0.49,22.3,2023-04
WTG-011-20230419,WTG-011,2023-04-19,2330.24,0.9109,26.6,0.31,23.5,2023-04
WTG-011-20230420,WTG-011,2023-04-20,2159.13,0.9175,47.7,0.832,22.9,2023-04
WTG-011-20230421,WTG-011,2023-04-21,1989.54,0.8964,60.8,0.607,23.8,2023-04
WTG-011-20230422,WTG-011,2023-04-22,2439.86,0.9535,52.4,0.082,20.8,2023-04
WTG-011-20230423,WTG-011,2023-04-23,2770.51,0.9309,52.5,0.139,19.1,2023-04
WTG-011-20230424,WTG-011,2023-04-24,2136.65,0.9117,21.3,0.294,23.9,2023-04
WTG-011-20230425,WTG-011,2023-04-25,2230.9,0.9422,37.2,1.123,19.1,2023-04
WTG-011-20230426,WTG-011,2023-04-26,2325.15,0.928,50.8,0.887,19.4,2023-04
WTG-011-20230427,WTG-011,2023-04-27,2146.4,0.9404,21.8,0.7,23.8,2023-04
WTG-011-20230428,WTG-011,2023-04-28,2502.61,0.885,51.0,0.132,18.1,2023-04
WTG-011-20230429,WTG-011,2023-04-29,2358.27,0.8954,79.3,0.357,20.6,2023-04
WTG-011-20230430,WTG-011,2023-04-30,2280.18,0.9612,72.4,0.022,23.9,2023-04
WTG-011-20230501,WTG-011,2023-05-01,1599.74,0.86,48.5,0.03,22.3,2023-05
WTG-011-20230502,WTG-011,2023-05-02,1776.03,0.8709,52.7,1.82,22.2,2023-05
WTG-011-20230503,WTG-011,2023-05-03,2684.2,0.9352,32.3,0.979,19.8,2023-05
WTG-011-20230504,WTG-011,2023-05-04,1892.5,0.8855,75.6,1.659,18.9,2023-05
WTG-011-20230505,WTG-011,2023-05-05,2090.0,0.8758,53.0,0.593,23.8,2023-05
WTG-011-20230506,WTG-011,2023-05-06,1734.6,0.8384,38.2,0.051,21.9,2023-05
WTG-011-20230507,WTG-011,2023-05-07,1891.55,0.8629,54.0,0.253,18.4,2023-05
WTG-011-20230508,WTG-011,2023-05-08,1958.16,0.8552,73.7,0.196,20.3,2023-05
WTG-011-20230509,WTG-011,2023-05-09,2638.96,0.8962,67.7,0.262,22.9,2023-05
WTG-011-20230510,WTG-011,2023-05-10,1911.13,0.8959,38.2,0.127,18.9,2023-05
WTG-011-20230511,WTG-011,2023-05-11,2609.19,0.9053,50.4,0.035,18.8,2023-05
WTG-011-20230512,WTG-011,2023-05-12,1625.06,0.8773,38.6,0.031,19.4,2023-05
WTG-011-20230513,WTG-011,2023-05-13,2387.57,0.8433,43.2,1.042,20.0,2023-05
WTG-011-20230514,WTG-011,2023-05-14,1845.87,0.8407,56.6,0.229,22.0,2023-05
WTG-011-20230515,WTG-011,2023-05-15,2077.5,0.8852,53.5,0.58,19.4,2023-05
WTG-011-20230516,WTG-011,2023-05-16,2210.07,0.8289,34.0,1.844,22.0,2023-05
WTG-011-20230517,WTG-011,2023-05-17,1640.56,0.8212,45.8,0.263,22.3,2023-05
WTG-011-20230518,WTG-011,2023-05-18,2368.51,0.8501,39.6,0.293,22.6,2023-05
WTG-011-20230519,WTG-011,2023-05-19,1752.04,0.8085,55.7,0.202,22.4,2023-05
WTG-011-20230520,WTG-011,2023-05-20,1737.19,0.8797,38.6,0.125,20.3,2023-05
WTG-011-20230521,WTG-011,2023-05-21,1806.81,0.8914,76.8,0.21,19.8,2023-05
WTG-011-20230522,WTG-011,2023-05-22,2621.76,0.9476,42.7,0.687,23.3,2023-05
WTG-011-20230523,WTG-011,2023-05-23,2330.92,0.8595,78.8,0.282,18.4,2023-05
WTG-011-20230524,WTG-011,2023-05-24,1596.45,0.8603,37.7,0.442,19.9,2023-05
WTG-011-20230525,WTG-011,2023-05-25,2500.72,0.8683,24.8,0.917,23.0,2023-05
WTG-011-20230526,WTG-011,2023-05-26,1843.6,0.8541,38.3,0.834,23.0,2023-05
WTG-011-20230527,WTG-011,2023-05-27,2040.34,0.8636,79.9,0.086,23.7,2023-05
WTG-011-20230528,WTG-011,2023-05-28,2320.92,0.7823,30.8,0.12,18.1,2023-05
WTG-011-20230529,WTG-011,2023-05-29,2356.9,0.8572,38.0,0.073,20.5,2023-05
WTG-011-20230530,WTG-011,2023-05-30,1839.9,0.8696,42.3,0.955,22.8,2023-05
WTG-011-20230531,WTG-011,2023-05-31,1940.65,0.8785,63.6,0.575,21.7,2023-05
WTG-011-20230601,WTG-011,2023-06-01,2128.5,0.8125,43.1,1.017,19.0,2023-06
WTG-011-20230602,WTG-011,2023-06-02,2050.58,0.8137,42.6,0.845,20.6,2023-06
WTG-011-20230603,WTG-011,2023-06-03,1834.75,0.8455,32.6,0.246,21.6,2023-06
WTG-011-20230604,WTG-011,2023-06-04,2227.14,0.847,75.9,0.063,18.4,2023-06
WTG-011-20230605,WTG-011,2023-06-05,1713.91,0.8727,51.6,0.366,21.5,2023-06
WTG-011-20230606,WTG-011,2023-06-06,1911.96,0.7792,53.2,0.129,22.3,2023-06
WTG-011-20230607,WTG-011,2023-06-07,1441.44,0.7898,43.7,1.104,21.1,2023-06
WTG-011-20230608,WTG-011,2023-06-08,1486.67,0.7744,69.0,0.045,19.8,2023-06
WTG-011-20230609,WTG-011,2023-06-09,2154.47,0.787,22.4,0.184,21.4,2023-06
WTG-011-20230610,WTG-011,2023-06-10,2096.84,0.7605,78.4,0.214,18.2,2023-06
WTG-011-20230611,WTG-011,2023-06-11,2132.97,0.7868,53.1,0.765,22.2,2023-06
WTG-011-20230612,WTG-011,2023-06-12,1929.56,0.8012,50.1,0.471,19.1,2023-06
WTG-011-20230613,WTG-011,2023-06-13,1989.76,0.8475,57.2,0.137,20.6,2023-06
WTG-011-20230614,WTG-011,2023-06-14,1681.84,0.8125,22.5,0.563,19.3,2023-06
WTG-011-20230615,WTG-011,2023-06-15,1931.46,0.7914,37.3,0.536,19.7,2023-06
WTG-011-20230616,WTG-011,2023-06-16,1974.41,0.7816,70.7,0.038,20.1,2023-06
WTG-011-20230617,WTG-011,2023-06-17,2132.11,0.8245,31.7,0.22,19.6,2023-06
WTG-011-20230618,WTG-011,2023-06-18,1531.87,0.7477,44.5,0.109,23.8,2023-06
WTG-011-20230619,WTG-011,2023-06-19,2397.99,0.828,45.7,0.237,19.4,2023-06
WTG-011-20230620,WTG-011,2023-06-20,1558.16,0.8346,75.1,1.964,20.6,2023-06
WTG-011-20230621,WTG-011,2023-06-21,1923.08,0.8217,39.3,0.04,20.7,2023-06
WTG-011-20230622,WTG-011,2023-06-22,1652.91,0.8183,66.3,0.147,19.2,2023-06
WTG-011-20230623,WTG-011,2023-06-23,1802.92,0.7939,72.4,0.482,20.4,2023-06
WTG-011-20230624,WTG-011,2023-06-24,1648.59,0.8045,77.8,1.577,19.1,2023-06
WTG-011-20230625,WTG-011,2023-06-25,1812.39,0.7862,23.0,0.532,18.5,2023-06
WTG-011-20230626,WTG-011,2023-06-26,1809.84,0.7828,41.4,3.097,21.2,2023-06
WTG-011-20230627,WTG-011,2023-06-27,1722.47,0.7611,31.7,0.359,20.6,2023-06
